movie_title,movie_score,movie_description,movie_type,release_date,director,rating,country,main_actors,movie_genre
5 Against the House,20.5,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",Drama,11/14/1996,Emiline Lecount,7.2,Thailand,Rowan Tillot,Mystery
Inferno,30.7,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Sci-Fi,3/8/1950,Bell Siddall,5.1,China,Sumner Leon,Mystery
Mondo Cane,74.6,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",Drama,11/26/1902,Calypso Hebard,2.1,China,Gwenny Beche,Animation
Small Soldiers,47.7,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Action,8/4/1954,Gordan Danslow,6.2,Malaysia,Lorie McGrouther,Animation
Evidence,66.6,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",Sci-Fi,4/21/1948,Billy Kleynen,1.3,Philippines,Gabrila Eaglesham,Animation
"Cat in the Hat, The",55.0,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Drama,3/16/1910,Ardis Mapp,6.5,Israel,Zandra Oller,Fantasy
"Boy and His Dog, A",59.2,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",Drama,2/13/1908,Leelah Yendall,0.5,Indonesia,Fan Robberecht,Mystery
Loft,57.7,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Sci-Fi,1/24/1962,Arnuad Brimham,8.8,Indonesia,Rich Petroff,Fantasy
Full of It,69.5,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Action,6/6/1953,Giselbert Okenfold,7.0,Mexico,Minor Banham,Animation
And God Created Woman (Et Dieu... créa la femme),11.6,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",Sci-Fi,3/12/1918,Carter Kedwell,4.4,Netherlands,Mireielle Copestake,Animation
Rammbock,18.7,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Action,11/30/1965,Enos Werrilow,7.1,Indonesia,Alard Bowmer,Animation
We'll Never Have Paris,42.2,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Sci-Fi,6/30/1999,Ellene Barfoot,8.1,Macedonia,Vivia Dryden,Animation
Action in the North Atlantic,20.6,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Horror,10/21/1980,Jaquith Tafani,1.5,Nigeria,Fairlie Lorenzetto,Romance
Happy Gilmore,96.7,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",Horror,12/14/1900,Aliza Twatt,8.8,Czech Republic,Birdie Valadez,Mystery
Times Square,97.5,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Action,8/2/1966,Zahara Brameld,0.3,Gambia,Marlin McGeachey,Romance
Ask Me Anything,92.1,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Comedy,12/28/1999,Felice Goode,3.8,Indonesia,Delainey Griffoen,Fantasy
I Saw the Devil (Akmareul boatda),23.5,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",Sci-Fi,5/31/1912,Kevan While,4.3,Russia,Falito Spruce,Animation
"Prize Winner of Defiance Ohio, The",3.6,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,Sci-Fi,1/17/1987,Wilek Fairman,1.8,Czech Republic,Edithe Dimsdale,Animation
"Tale of Zatoichi Continues, The (Zoku Zatôichi monogatari) (Zatôichi 2)",16.4,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Horror,8/31/1965,Slade Housaman,2.2,Indonesia,Lisette Setterthwait,Thriller
Wooden Crosses (Les croix de bois),31.2,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Action,6/29/1940,Max Hagland,1.3,Russia,Mill Gricks,Mystery
Nukes in Space,32.4,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Comedy,10/1/1912,Rriocard Brane,4.2,Thailand,Crawford Proppers,Romance
"Good Morning, Miss Dove",28.2,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Action,9/3/1981,Gertrudis Clempton,4.8,Czech Republic,Angeli Seefeldt,Thriller
S.O.S. Coast Guard,90.2,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Drama,1/20/1993,Martino Butter,8.9,Sweden,Adam Guild,Romance
Cry Wolf,72.9,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",Comedy,3/22/1953,Kippy Haycock,1.3,Russia,Willi Ansett,Fantasy
Lady Windermere's Fan,91.7,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Action,11/18/1967,Beatrix Houlden,0.9,Greece,Gino Krebs,Animation
Belphecor: Curse of the Mummy (Belphégor - Le fantôme du Louvre),84.0,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",Horror,12/5/1995,Gunther Gorick,6.0,Philippines,Shayne Naisey,Mystery
Nightmaster (Watch the Shadows Dance),79.4,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Drama,10/28/1924,Nikita Brownlee,6.3,Indonesia,Lisette Buxton,Animation
"Peach Thief, The (Kradetzat na praskovi)",19.9,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Action,6/24/1968,Teressa McGaw,4.4,China,Nicolle Pannaman,Thriller
Elaine Stritch: Shoot Me,56.8,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Action,3/18/1947,Olga Glanton,2.8,Sweden,Waneta Geertz,Thriller
Lockdown,86.6,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Sci-Fi,3/14/1948,Sadella Mathen,1.7,Russia,Dawn Itzakson,Thriller
Night Ambush (Ill Met by Moonlight),1.3,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Comedy,5/29/1996,Serge Kain,3.2,South Africa,Granger Shepherdson,Mystery
Möbius,22.8,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Horror,11/15/1932,Lance Fields,4.7,Sweden,Dorise Ranken,Fantasy
Open Windows,47.2,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,Action,11/22/1926,Torie Biddy,6.9,Macedonia,Ros Chaucer,Romance
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),27.4,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Drama,7/6/1996,Dorian Paik,9.9,Philippines,Zechariah Aleswell,Animation
Brief Interviews with Hideous Men,90.6,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Comedy,4/27/1976,Zacharie Goatcher,8.3,North Korea,Brigitta Dossettor,Fantasy
Numbskull Emptybrook (Uuno Turhapuro),30.3,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Sci-Fi,4/20/1907,Rebeca MacAlroy,0.6,Philippines,Elyn Meeus,Romance
Billy the Kid,66.6,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",Drama,6/10/2017,Lin Flinn,2.0,Ukraine,Willy Dummett,Animation
"Sorry, Wrong Number",5.1,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Horror,1/24/2022,Lowrance St. Pierre,9.7,Indonesia,Fredericka Rominov,Romance
Viva Las Vegas,79.4,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Sci-Fi,10/5/1927,Paola Nand,6.2,China,Lonnie Carless,Mystery
"Grand Seduction, The",62.6,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Sci-Fi,8/5/1913,Libbi Josefsen,3.1,China,Tiertza Stephens,Thriller
Samurai (Samourais),29.7,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Action,6/5/2018,Brinna Shawcroft,1.8,Germany,Lee Loomis,Romance
Battleground,71.9,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Comedy,11/3/1935,Teddy Monini,0.5,Israel,Ignazio Losbie,Fantasy
"Man with Bogart's Face, The",99.0,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Sci-Fi,9/17/1987,Beniamino Lutwidge,3.1,Canada,Tamera Chavez,Romance
Destroy All Monsters (Kaijû sôshingeki),62.4,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Comedy,4/10/1984,Gertruda Hauxwell,3.3,Hungary,Wilek Greystock,Mystery
Annapolis,39.7,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",Horror,8/30/2005,Jaclin Aidler,4.8,Morocco,Terry Vanini,Animation
Ingrid,11.0,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",Comedy,6/24/2021,Falito Fisbburne,1.8,United States,Janina Agget,Thriller
Love in the Time of Cholera,7.7,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Drama,2/5/1974,Sissy Winsom,9.3,Russia,Clarine Byrth,Fantasy
"War Wagon, The",81.1,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Comedy,3/20/1928,Reade Gergus,7.5,Brazil,Tedd Kitteringham,Fantasy
Love the Beast,80.1,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Horror,12/31/1900,Jessamine Broad,1.1,China,Barclay Langham,Mystery
Dust in the Wind (Lian lian feng chen),92.0,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Drama,5/26/1919,Temple Larrat,7.8,Brazil,Alvy Kollas,Mystery
"Scout, The",45.6,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",Drama,3/23/1970,Ricca Broxton,4.7,China,Sadye Swate,Fantasy
Babymother,70.6,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Comedy,10/12/1918,Brenda Fagge,3.4,Spain,Olin Moth,Mystery
